[phase1b_seeds/ewc_k128_g08] lam <- 0.01 (best in phase1a_tune/ewc_k128)
[phase1b_seeds/ewc_k1_g1] lam <- 0.01 (best in phase1a_tune/ewc_k1)
[phase1b_seeds/si_k1] lam <- 1.0 (best in phase1a_tune/si_k1)
[phase1b_seeds/si_k128] lam <- 1.0 (best in phase1a_tune/si_k128)
[phase1b_seeds] 160 runs, 0 complete, 160 pending in 6 shape groups on 1 tpu device(s)
  permuted T=10 K=128 psb M=25 n=100: 60 runs, 31/device, 2 chunk(s)
  permuted T=10 K=128 ewc M=25 n=100: 20 runs, 31/device, 1 chunk(s)
  permuted T=10 K=1 ewc M=25 n=100: 20 runs, 64/device, 1 chunk(s)
  permuted T=10 K=1 si M=25 n=100: 20 runs, 64/device, 1 chunk(s)
  permuted T=10 K=128 si M=25 n=100: 20 runs, 26/device, 1 chunk(s)
  permuted T=10 K=128 finetune M=25 n=100: 20 runs, 31/device, 1 chunk(s)
[phase1b_seeds] workload ~120 base-run equivalents (1 = 10-task Permuted MNIST, K=128, 2,500 moves/boundary)
[phase1b_seeds g5/6 c1/1] task 8/10 runs=20 69.8s mean avg acc 0.9418
[phase1b_seeds g5/6 c1/1] task 9/10 runs=20 69.9s mean avg acc 0.9365
[phase1b_seeds g5/6 c1/1] task 10/10 runs=20 70.0s mean avg acc 0.9303
[phase1b_seeds g6/6 c1/1] task 1/10 runs=20 65.5s mean avg acc 0.9781
[phase1b_seeds g6/6 c1/1] task 2/10 runs=20 91.9s mean avg acc 0.9380
[phase1b_seeds g6/6 c1/1] task 3/10 runs=20 59.9s mean avg acc 0.8654
[phase1b_seeds g6/6 c1/1] task 4/10 runs=20 60.0s mean avg acc 0.8185
[phase1b_seeds g6/6 c1/1] task 5/10 runs=20 60.1s mean avg acc 0.7758
[phase1b_seeds g6/6 c1/1] task 6/10 runs=20 60.2s mean avg acc 0.7464
[phase1b_seeds g6/6 c1/1] task 7/10 runs=20 60.3s mean avg acc 0.6777
[phase1b_seeds g6/6 c1/1] task 8/10 runs=20 60.4s mean avg acc 0.6273
[phase1b_seeds g6/6 c1/1] task 9/10 runs=20 60.5s mean avg acc 0.5838
[phase1b_seeds g6/6 c1/1] task 10/10 runs=20 60.6s mean avg acc 0.5586
[phase1b_seeds] done in 1.34 h
